Gazepoint Trace Data File,  09:49:03  04/04/2017 
sampindx  EyeFound   XPos   YPos   PupilDiam    EyeX    EyeY   EyeZ   GazeTiSec   RpTiSec   FoucsRange    FixIndx
  239        1       913     650      5.86      3.9     4.1    -1.1    67.0312    67.0506      765.2     13
  240        1       922     632      5.86      4.0     4.0    -1.7    67.0478    67.0674      765.2     13
  241        1       948     614      5.84      4.0     4.0    -1.8    67.0645    67.0840      765.2     13
  242        1       956     618      5.86      4.1     3.9    -1.6    67.0812    67.1006      765.2     13
  243        1       965     638      5.86      4.1     3.9    -1.1    67.0978    67.1172      765.2     13
  244        1       966     644      5.82      4.1     3.8    -1.3    67.1145    67.1341      765.2     13
  245        1       966     621      5.84      4.0     3.8    -1.0    67.1312    67.1506      765.2     13
  246        1       975     627      5.82      4.0     3.7    -1.4    67.1479    67.1672      765.2     13
  247        1       979     626      5.86      3.7     3.7    -1.1    67.1645    67.1839      765.2     13
  248        1       980     626      5.86      3.7     3.6    -1.2    67.1812    67.2006      765.2     13
  249        1       975     628      5.86      3.6     3.6    -1.3    67.1979    67.2173      765.2     13
  250        1       972     627      5.84      3.6     3.6    -1.7    67.2145    67.2340      765.2     13
  251        1       970     626      5.88      3.7     3.6    -1.4    67.2312    67.2507      765.2     13
  252        1       969     638      5.94      3.9     3.5    -1.0    67.2479    67.2673      765.2     13
  253        1       964     637      5.88      4.0     3.5    -0.7    67.2645    67.2840      765.2     13
  254        1       960     654      5.88      4.0     3.5    -0.5    67.2812    67.3006      765.2     13
  255        1       954     625      5.86      4.1     3.5    -0.7    67.2979    67.3173      765.2     13
  256        1       954     625      5.86      4.0     3.4    -1.1    67.3145    67.3339      765.2     13
  257        1       951     614      5.88      4.0     3.4    -0.9    67.3312    67.3507      765.2     13
  258        1       952     620      5.88      4.0     3.3    -0.7    67.3479    67.3672      765.2     13
  259        1       955     621      5.88      4.0     3.3    -0.7    67.3645    67.3838      765.2     13
  260        1       953     618      5.84      3.9     3.3    -0.7    67.3812    67.4006      765.2     13
  261        1       950     625      5.86      3.9     3.3    -0.9    67.3979    67.4172      765.2     13
  262        1       957     624      5.84      3.9     3.2    -1.0    67.4145    67.4340      765.2     13
  263        1       954     616      5.84      4.0     3.2    -0.8    67.4312    67.4506      765.2     13
  264        1       953     619      5.90      4.1     3.2    -0.5    67.4479    67.4672      765.2     13
  265        1      1081     591      5.72      4.0     3.2    -1.0    67.4645    67.4841      765.2     -1
  266        1      1222     457      5.70      4.1     3.2    -1.0    67.4812    67.5007      765.2     -1
  267        1      1295     361      5.74      4.1     3.2    -1.6    67.4979    67.5173      765.2     14
  268        1      1284     372      5.78      4.2     3.2    -1.3    67.5145    67.5340      765.2     14
  269        1      1281     360      5.80      4.3     3.2    -1.0    67.5312    67.5510      765.2     14
  270        1      1287     370      5.86      4.4     3.3    -0.5    67.5479    67.5675      765.1     14
  271        1      1283     363      5.78      4.3     3.3    -0.5    67.5645    67.5844      765.1     14
  272        1      1277     369      5.76      4.4     3.3    -0.5    67.5812    67.6009      765.1     14
  273        1      1277     364      5.80      4.4     3.3    -0.5    67.5979    67.6174      765.1     14
  274        1      1285     364      5.80      4.4     3.3    -0.4    67.6145    67.6342      765.1     14
  275        1      1285     359      5.82      4.3     3.3    -0.0    67.6312    67.6508      765.1     14
  276        1      1294     371      5.76      4.2     3.3     0.1    67.6479    67.6675      765.0     14
  277        1      1284     369      5.74      4.1     3.3     0.1    67.6645    67.6841      765.0     14
  278        1      1276     376      5.74      4.0     3.4     0.2    67.6812    67.7008      765.0     14
  279        1      1282     379      5.76      4.0     3.3     0.6    67.6979    67.7174      765.0     14
  280        1      1281     381      5.76      3.9     3.3     0.7    67.7145    67.7342      765.0     14
  281        1      1275     352      5.78      3.9     3.3     0.9    67.7312    67.7508      765.0     14
  282        1      1278     352      5.74      3.9     3.3     0.9    67.7479    67.7677      765.0     14
  283        1      1280     363      5.68      3.8     3.3     1.1    67.7646    67.7842      765.0     14
  284        1      1280     350      5.72      3.6     3.2     1.2    67.7812    67.8007      765.0     14
  285        1      1279     363      5.68      3.4     3.2     0.8    67.7979    67.8173      765.0     14
  286        1      1281     364      5.66      3.2     3.2     0.7    67.8146    67.8341      765.0     14
  287        1      1277     363      5.68      3.1     3.1     0.6    67.8312    67.8507      765.0     14
  288        1      1279     356      5.70      2.9     3.1     0.5    67.8479    67.8673      765.0     14
  289        1      1284     359      5.68      2.8     3.1     0.4    67.8646    67.8842      765.0     14
  290        1      1278     347      5.72      2.7     3.1     0.8    67.8812    67.9008      765.0     14
  291        1      1285     345      5.70      2.6     3.1     0.9    67.8979    67.9175      765.0     14
  292        1      1287     346      5.74      2.5     3.1     1.5    67.9146    67.9342      765.0     14
  293        1      1288     353      5.72      2.4     3.1     1.8    67.9312    67.9507      765.0     14
  294        1      1287     355      5.68      2.3     3.1     1.4    67.9479    67.9676      765.0     14
  295        1      1290     355      5.70      2.2     3.1     1.5    67.9646    67.9842      765.2     14
  296        1      1288     381      5.66      2.1     3.2     1.2    67.9812    68.0008      765.2     14
  297        1      1209     374      5.72      2.0     3.2     1.5    67.9979    68.0175      765.2     -1
  298        1      1012     354      5.66      1.8     3.2     1.2    68.0146    68.0341      765.2     -1
  299        1       940     324      5.66      1.6     3.3     0.9    68.0312    68.0508      765.2     15
  300        1       916     324      5.70      1.4     3.3     0.8    68.0479    68.0675      765.2     15
  301        1       920     331      5.70      1.2     3.3     0.6    68.0646    68.0842      765.2     15
  302        1       913     340      5.68      1.1     3.3     0.3    68.0812    68.1007      765.2     15
  303        1       915     338      5.66      0.9     3.4     0.2    68.0979    68.1175      765.2     15
  304        1       913     341      5.66      0.7     3.4    -0.2    68.1146    68.1341      765.2     15
  305        1       910     338      5.68      0.6     3.4    -0.3    68.1312    68.1507      765.2     15
  306        1       913     349      5.66      0.4     3.4    -0.3    68.1479    68.1676      765.2     15
  307        1       908     363      5.66      0.2     3.5    -0.0    68.1646    68.1843      765.2     15
  308        1       774     376      5.66     -0.0     3.5     0.1    68.1812    68.2008      765.2     16
  309        1       734     350      5.66     -0.3     3.5     0.1    68.1979    68.2175      765.2     16
  310        1       731     336      5.68     -0.5     3.6     0.3    68.2146    68.2340      765.2     16
  311        1       722     341      5.68     -0.8     3.6     0.1    68.2312    68.2508      765.2     16
  312        1       720     346      5.68     -1.1     3.6     0.3    68.2479    68.2676      765.2     16
  313        1       720     357      5.66     -1.4     3.7     0.2    68.2646    68.2841      765.2     16
  314        1       719     350      5.68     -1.6     3.7     1.2    68.2812    68.3007      765.2     16
  315        1       724     357      5.68     -1.9     3.8     1.0    68.2979    68.3177      765.2     16
  316        1       716     358      5.66     -2.2     3.8     0.8    68.3146    68.3342      765.2     16
